info: Jan-21-2023 15:40:13: 	 Arrancamos Bob en el puerto 8001
info: Feb-04-2023 04:45:01: 	Cerramos el par:ANT-USDT Profit: -7.86 acumulado: -41.0720000000000089 precio: 3.108
info: Feb-04-2023 04:45:01: 	Profit total: -535.6038064003013413
info: Feb-04-2023 04:45:01: 	****************************************************************************
info: Feb-04-2023 04:45:01: 	La orden se ha puesto correctamente
info: Feb-04-2023 11:26:25: 	Iniciamos proceso para abrir el par PEOPLE-USDT en sentido long
info: Feb-04-2023 11:26:25: 	Enviamos a okex la operacion PEOPLE-USDT-SWAP
info: Feb-04-2023 11:26:25: 	PEOPLE-USDT-SWAP market buy long 0 126
info: Feb-04-2023 11:26:25: 	Enviamos Axios Market
info: Feb-04-2023 11:26:25: 	Arrancamos long el par:PEOPLE-USDT precio: 0.0315 cantidad: 396.9
info: Feb-04-2023 11:26:25: 	****************************************************************************
info: Feb-04-2023 13:00:00: 	Cerramos operacion del par ICP-USDT
info: Feb-04-2023 13:00:00: 	Tenemos que poner una orden
info: Feb-04-2023 13:00:00: 	Type: market Maximo: 1200000
info: Feb-04-2023 13:00:00: 	Qty: 6861 Maxqty:1200000
info: Feb-04-2023 13:00:00: 	ICP-USDT-SWAP market buy short 0 6861
info: Feb-04-2023 13:00:00: 	Enviamos Axios Market
info: Feb-04-2023 13:00:00: 	****************************************************************************
info: Feb-04-2023 13:00:00: 	Venta parcial del par ICP-USDT Cantidad 4.61
info: Feb-04-2023 13:00:00: 	****************************************************************************
info: Feb-04-2023 13:00:00: 	Cerramos el par:ICP-USDT Profit: -1.3722 acumulado: -19.2723 precio: 5.84
info: Feb-04-2023 13:00:00: 	Profit total: -537.3747976003013413
info: Feb-04-2023 13:00:00: 	****************************************************************************
info: Feb-04-2023 13:00:00: 	La orden se ha puesto correctamente
info: Feb-04-2023 16:12:09: 	 okex Closed Client1006
info: Feb-04-2023 16:12:39: 	 Conectados a okex
info: Feb-04-2023 16:12:39: 	subscritos al canal privadode Okex
info: Feb-04-2023 17:00:00: 	Cerramos operacion del par XRP-USDT
info: Feb-04-2023 17:00:00: 	Tenemos que poner una orden
info: Feb-04-2023 17:00:00: 	Type: market Maximo: 5000
info: Feb-04-2023 17:00:00: 	Qty: 9 Maxqty:5000
info: Feb-04-2023 17:00:00: 	XRP-USDT-SWAP market sell long 0 9
info: Feb-04-2023 17:00:00: 	Enviamos Axios Market
info: Feb-04-2023 17:00:00: 	Cerramos operacion del par ZEC-USDT
info: Feb-04-2023 17:00:00: 	Tenemos que poner una orden
info: Feb-04-2023 17:00:00: 	Type: market Maximo: 20000
info: Feb-04-2023 17:00:00: 	Qty: 84 Maxqty:20000
info: Feb-04-2023 17:00:00: 	ZEC-USDT-SWAP market sell long 0 84
info: Feb-04-2023 17:00:00: 	Enviamos Axios Market
info: Feb-04-2023 17:00:01: 	La orden se ha puesto correctamente
info: Feb-04-2023 17:00:01: 	Cerramos el par:XRP-USDT Profit: 0.072 acumulado: 0.072 precio: 0.41311
info: Feb-04-2023 17:00:01: 	Profit total: -537.4886971003013413
info: Feb-04-2023 17:00:01: 	****************************************************************************
info: Feb-04-2023 17:00:01: 	La orden se ha puesto correctamente
info: Feb-04-2023 17:00:01: 	****************************************************************************
info: Feb-04-2023 17:00:01: 	Venta parcial del par ZEC-USDT Cantidad 5.8
info: Feb-04-2023 17:00:01: 	****************************************************************************
info: Feb-04-2023 17:00:01: 	****************************************************************************
info: Feb-04-2023 17:00:01: 	Venta parcial del par ZEC-USDT Cantidad 1.2
info: Feb-04-2023 17:00:01: 	****************************************************************************
info: Feb-04-2023 17:00:01: 	Cerramos el par:ZEC-USDT Profit: -1.7730000000000011 acumulado: -1.7730000000000011 precio: 46.94
info: Feb-04-2023 17:00:01: 	Profit total: -539.4588451003013424
info: Feb-04-2023 17:00:01: 	****************************************************************************
info: Feb-04-2023 17:00:01: 	{
  "code": "0",
  "data": [
    {
      "instId": "XRP-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Feb-04-2023 17:00:01: 	Volvemos a apalancamiento 20 para el par XRP-USDT
info: Feb-04-2023 17:00:01: 	{
  "code": "0",
  "data": [
    {
      "instId": "ZEC-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Feb-04-2023 17:00:01: 	Volvemos a apalancamiento 20 para el par ZEC-USDT
info: Feb-04-2023 17:30:00: 	Cerramos operacion del par FIL-USDT
info: Feb-04-2023 17:30:00: 	Tenemos que poner una orden
info: Feb-04-2023 17:30:00: 	Type: market Maximo: 200000
info: Feb-04-2023 17:30:00: 	Qty: 702 Maxqty:200000
info: Feb-04-2023 17:30:00: 	FIL-USDT-SWAP market sell long 0 702
info: Feb-04-2023 17:30:00: 	Enviamos Axios Market
info: Feb-04-2023 17:30:00: 	La orden se ha puesto correctamente
info: Feb-04-2023 17:30:00: 	****************************************************************************
info: Feb-04-2023 17:30:00: 	Venta parcial del par FIL-USDT Cantidad 32.2
info: Feb-04-2023 17:30:00: 	****************************************************************************
info: Feb-04-2023 17:30:00: 	Cerramos el par:FIL-USDT Profit: -4.0716 acumulado: -4.0716 precio: 5.636
info: Feb-04-2023 17:30:00: 	Profit total: -543.7282687003013424
info: Feb-04-2023 17:30:00: 	****************************************************************************
info: Feb-04-2023 17:30:01: 	{
  "code": "0",
  "data": [
    {
      "instId": "FIL-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Feb-04-2023 17:30:01: 	Volvemos a apalancamiento 20 para el par FIL-USDT
info: Feb-04-2023 17:45:00: 	Cerramos operacion del par COMP-USDT
info: Feb-04-2023 17:45:00: 	Tenemos que poner una orden
info: Feb-04-2023 17:45:00: 	Type: market Maximo: 14000
info: Feb-04-2023 17:45:00: 	Qty: 70 Maxqty:14000
info: Feb-04-2023 17:45:00: 	COMP-USDT-SWAP market sell long 0 70
info: Feb-04-2023 17:45:00: 	Enviamos Axios Market
info: Feb-04-2023 17:45:00: 	La orden se ha puesto correctamente
info: Feb-04-2023 17:45:00: 	****************************************************************************
info: Feb-04-2023 17:45:00: 	Venta parcial del par COMP-USDT Cantidad 3.6
info: Feb-04-2023 17:45:00: 	****************************************************************************
info: Feb-04-2023 17:45:00: 	Cerramos el par:COMP-USDT Profit: -19.6100000000000012 acumulado: -19.6100000000000012 precio: 54.28
info: Feb-04-2023 17:45:00: 	Profit total: -563.5282487003013436
info: Feb-04-2023 17:45:00: 	****************************************************************************
info: Feb-04-2023 17:45:01: 	{
  "code": "0",
  "data": [
    {
      "instId": "COMP-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Feb-04-2023 17:45:01: 	Volvemos a apalancamiento 20 para el par COMP-USDT
info: Feb-04-2023 18:45:00: 	Cerramos operacion del par SOL-USDT
info: Feb-04-2023 18:45:00: 	Tenemos que poner una orden
info: Feb-04-2023 18:45:00: 	Type: market Maximo: 6000
info: Feb-04-2023 18:45:00: 	Qty: 15 Maxqty:6000
info: Feb-04-2023 18:45:00: 	SOL-USDT-SWAP market sell long 0 15
info: Feb-04-2023 18:45:00: 	Enviamos Axios Market
info: Feb-04-2023 18:45:00: 	La orden se ha puesto correctamente
info: Feb-04-2023 18:45:01: 	Cerramos el par:SOL-USDT Profit: -10.35 acumulado: -10.35 precio: 24.635
info: Feb-04-2023 18:45:01: 	Profit total: -574.0630112003013436
info: Feb-04-2023 18:45:01: 	****************************************************************************
info: Feb-04-2023 18:45:01: 	{
  "code": "0",
  "data": [
    {
      "instId": "SOL-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Feb-04-2023 18:45:01: 	Volvemos a apalancamiento 20 para el par SOL-USDT
info: Feb-04-2023 18:46:23: 	Iniciamos proceso para abrir el par CRO-USDT en sentido long
info: Feb-04-2023 18:46:23: 	Enviamos a okex la operacion CRO-USDT-SWAP
info: Feb-04-2023 18:46:23: 	CRO-USDT-SWAP market buy long 0 478
info: Feb-04-2023 18:46:23: 	Enviamos Axios Market
info: Feb-04-2023 18:46:23: 	Arrancamos long el par:CRO-USDT precio: 0.0837 cantidad: 400.086
info: Feb-04-2023 18:46:23: 	****************************************************************************
info: Feb-04-2023 19:00:00: 	Cerramos operacion del par LTC-USDT
info: Feb-04-2023 19:00:00: 	Tenemos que poner una orden
info: Feb-04-2023 19:00:00: 	Type: market Maximo: 3500
info: Feb-04-2023 19:00:00: 	Qty: 4 Maxqty:3500
info: Feb-04-2023 19:00:00: 	LTC-USDT-SWAP market sell long 0 4
info: Feb-04-2023 19:00:00: 	Enviamos Axios Market
info: Feb-04-2023 19:00:00: 	La orden se ha puesto correctamente
info: Feb-04-2023 19:00:00: 	Cerramos el par:LTC-USDT Profit: 11.8 acumulado: -8.76 precio: 99.72
info: Feb-04-2023 19:00:00: 	Profit total: -562.6624942003013436
info: Feb-04-2023 19:00:00: 	****************************************************************************
info: Feb-04-2023 19:30:00: 	Cerramos operacion del par AAVE-USDT
info: Feb-04-2023 19:30:00: 	Tenemos que poner una orden
info: Feb-04-2023 19:30:00: 	Type: market Maximo: 12000
info: Feb-04-2023 19:30:00: 	Qty: 43 Maxqty:12000
info: Feb-04-2023 19:30:00: 	AAVE-USDT-SWAP market sell long 0 43
info: Feb-04-2023 19:30:00: 	Enviamos Axios Market
info: Feb-04-2023 19:30:01: 	La orden se ha puesto correctamente
info: Feb-04-2023 19:30:01: 	****************************************************************************
info: Feb-04-2023 19:30:01: 	Venta parcial del par AAVE-USDT Cantidad 1.1
info: Feb-04-2023 19:30:01: 	****************************************************************************
info: Feb-04-2023 19:30:01: 	Cerramos el par:AAVE-USDT Profit: -8.1710000000000001 acumulado: -8.1710000000000001 precio: 89.57
info: Feb-04-2023 19:30:01: 	Profit total: -571.0260697003013437
info: Feb-04-2023 19:30:01: 	****************************************************************************
info: Feb-04-2023 19:30:01: 	{
  "code": "0",
  "data": [
    {
      "instId": "AAVE-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Feb-04-2023 19:30:01: 	Volvemos a apalancamiento 20 para el par AAVE-USDT
info: Feb-04-2023 20:00:00: 	Cerramos operacion del par YGG-USDT
info: Feb-04-2023 20:00:00: 	Tenemos que poner una orden
info: Feb-04-2023 20:00:00: 	Type: market Maximo: 110000
info: Feb-04-2023 20:00:00: 	Qty: 1247 Maxqty:110000
info: Feb-04-2023 20:00:00: 	YGG-USDT-SWAP market sell long 0 1247
info: Feb-04-2023 20:00:00: 	Enviamos Axios Market
info: Feb-04-2023 20:00:00: 	****************************************************************************
info: Feb-04-2023 20:00:00: 	Venta parcial del par YGG-USDT Cantidad 149
info: Feb-04-2023 20:00:00: 	****************************************************************************
info: Feb-04-2023 20:00:00: 	****************************************************************************
info: Feb-04-2023 20:00:00: 	Venta parcial del par YGG-USDT Cantidad 787
info: Feb-04-2023 20:00:00: 	****************************************************************************
info: Feb-04-2023 20:00:00: 	Cerramos el par:YGG-USDT Profit: -7.9131000000001628 acumulado: -11.5286000000001702 precio: 0.3148119486768245
info: Feb-04-2023 20:00:00: 	Profit total: -579.1354549503015065
info: Feb-04-2023 20:00:00: 	****************************************************************************
info: Feb-04-2023 20:00:00: 	La orden se ha puesto correctamente
info: Feb-04-2023 21:00:00: 	Cerramos operacion del par API3-USDT
info: Feb-04-2023 21:00:00: 	Tenemos que poner una orden
info: Feb-04-2023 21:00:00: 	Type: market Maximo: 14000
info: Feb-04-2023 21:00:00: 	Qty: 228 Maxqty:14000
info: Feb-04-2023 21:00:00: 	API3-USDT-SWAP market sell long 0 228
info: Feb-04-2023 21:00:00: 	Enviamos Axios Market
info: Feb-04-2023 21:00:00: 	La orden se ha puesto correctamente
info: Feb-04-2023 21:00:00: 	Cerramos el par:API3-USDT Profit: -6.84 acumulado: -6.84 precio: 1.72
info: Feb-04-2023 21:00:00: 	Profit total: -586.1715349503015065
info: Feb-04-2023 21:00:00: 	****************************************************************************
info: Feb-04-2023 21:00:00: 	{
  "code": "0",
  "data": [
    {
      "instId": "API3-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Feb-04-2023 21:00:00: 	Volvemos a apalancamiento 20 para el par API3-USDT
info: Feb-04-2023 21:00:00: 	Cerramos operacion del par BSV-USDT
info: Feb-04-2023 21:00:00: 	Tenemos que poner una orden
info: Feb-04-2023 21:00:00: 	Type: market Maximo: 2000
info: Feb-04-2023 21:00:00: 	Qty: 9 Maxqty:2000
info: Feb-04-2023 21:00:00: 	BSV-USDT-SWAP market sell long 0 9
info: Feb-04-2023 21:00:00: 	Enviamos Axios Market
info: Feb-04-2023 21:00:00: 	Cerramos el par:BSV-USDT Profit: -1.26 acumulado: -1.26 precio: 43.35
info: Feb-04-2023 21:00:00: 	Profit total: -587.6266099503015065
info: Feb-04-2023 21:00:00: 	****************************************************************************
info: Feb-04-2023 21:00:00: 	La orden se ha puesto correctamente
info: Feb-04-2023 21:00:01: 	{
  "code": "0",
  "data": [
    {
      "instId": "BSV-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Feb-04-2023 21:00:01: 	Volvemos a apalancamiento 20 para el par BSV-USDT
info: Feb-04-2023 21:04:26: 	Iniciamos proceso para abrir el par KISHU-USDT en sentido long
info: Feb-04-2023 21:04:26: 	Enviamos a okex la operacion KISHU-USDT-SWAP
info: Feb-04-2023 21:04:26: 	KISHU-USDT-SWAP market buy long 0 597
info: Feb-04-2023 21:04:26: 	Enviamos Axios Market
info: Feb-04-2023 21:04:27: 	Arrancamos long el par:KISHU-USDT precio: 6.7e-10 cantidad: 399.99
info: Feb-04-2023 21:04:27: 	****************************************************************************
info: Feb-04-2023 21:15:01: 	Cerramos operacion del par APT-USDT
info: Feb-04-2023 21:15:01: 	Tenemos que poner una orden
info: Feb-04-2023 21:15:01: 	Type: market Maximo: 25000
info: Feb-04-2023 21:15:01: 	Qty: 21 Maxqty:25000
info: Feb-04-2023 21:15:01: 	APT-USDT-SWAP market sell long 0 21
info: Feb-04-2023 21:15:01: 	Enviamos Axios Market
info: Feb-04-2023 21:15:01: 	Cerramos el par:APT-USDT Profit: -33.4488 acumulado: -33.4488 precio: 16.6153
info: Feb-04-2023 21:15:01: 	Profit total: -621.4498656003015065
info: Feb-04-2023 21:15:01: 	****************************************************************************
info: Feb-04-2023 21:15:01: 	La orden se ha puesto correctamente
info: Feb-04-2023 21:15:01: 	{
  "code": "0",
  "data": [
    {
      "instId": "APT-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Feb-04-2023 21:15:01: 	Volvemos a apalancamiento 20 para el par APT-USDT
info: Feb-04-2023 21:30:11: 	Iniciamos proceso para abrir el par AAVE-USDT en sentido short
info: Feb-04-2023 21:30:11: 	Enviamos a okex la operacion
info: Feb-04-2023 21:30:11: 	AAVE-USDT-SWAP market sell short 0 44
info: Feb-04-2023 21:30:11: 	Enviamos Axios Market
info: Feb-04-2023 21:30:12: 	Arrancamos short el par:AAVE-USDT precio: 89.4 cantidad: 393.36
info: Feb-04-2023 21:30:12: 	****************************************************************************
info: Feb-04-2023 21:46:52: 	Iniciamos proceso para abrir el par XRP-USDT en sentido long
info: Feb-04-2023 21:46:52: 	Enviamos a okex la operacion XRP-USDT-SWAP
info: Feb-04-2023 21:46:52: 	XRP-USDT-SWAP market buy long 0 9
info: Feb-04-2023 21:46:52: 	Enviamos Axios Market
info: Feb-04-2023 21:46:52: 	Arrancamos long el par:XRP-USDT precio: 0.41442 cantidad: 372.978
info: Feb-04-2023 21:46:52: 	****************************************************************************
info: Feb-04-2023 22:15:00: 	Cerramos operacion del par GMT-USDT
info: Feb-04-2023 22:15:00: 	Tenemos que poner una orden
info: Feb-04-2023 22:15:00: 	Type: market Maximo: 180000
info: Feb-04-2023 22:15:00: 	Qty: 684 Maxqty:180000
info: Feb-04-2023 22:15:00: 	GMT-USDT-SWAP market sell long 0 684
info: Feb-04-2023 22:15:00: 	Enviamos Axios Market
info: Feb-04-2023 22:15:00: 	La orden se ha puesto correctamente
info: Feb-04-2023 22:15:00: 	****************************************************************************
info: Feb-04-2023 22:15:00: 	Venta parcial del par GMT-USDT Cantidad 643
info: Feb-04-2023 22:15:00: 	****************************************************************************
info: Feb-04-2023 22:15:00: 	Cerramos el par:GMT-USDT Profit: -11.4269 acumulado: -11.4269 precio: 0.5672940058479533
info: Feb-04-2023 22:15:00: 	Profit total: -633.4539491503015065
info: Feb-04-2023 22:15:00: 	****************************************************************************
info: Feb-04-2023 22:15:00: 	{
  "code": "0",
  "data": [
    {
      "instId": "GMT-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Feb-04-2023 22:15:00: 	Volvemos a apalancamiento 20 para el par GMT-USDT
info: Feb-04-2023 23:15:00: 	Cerramos operacion del par ADA-USDT
info: Feb-04-2023 23:15:00: 	Tenemos que poner una orden
info: Feb-04-2023 23:15:00: 	Type: market Maximo: 4500
info: Feb-04-2023 23:15:00: 	Qty: 9 Maxqty:4500
info: Feb-04-2023 23:15:00: 	ADA-USDT-SWAP market sell long 0 9
info: Feb-04-2023 23:15:00: 	Enviamos Axios Market
info: Feb-04-2023 23:15:00: 	La orden se ha puesto correctamente
info: Feb-04-2023 23:15:00: 	****************************************************************************
info: Feb-04-2023 23:15:00: 	Venta parcial del par ADA-USDT Cantidad 500
info: Feb-04-2023 23:15:00: 	****************************************************************************
info: Feb-04-2023 23:15:00: 	Cerramos el par:ADA-USDT Profit: -1.795 acumulado: -10.405 precio: 0.4029655555555556
info: Feb-04-2023 23:15:00: 	Profit total: -635.4302836503015065
info: Feb-04-2023 23:15:00: 	****************************************************************************
info: Feb-04-2023 23:45:31: 	Iniciamos proceso para abrir el par YGG-USDT en sentido short
info: Feb-04-2023 23:45:31: 	Enviamos a okex la operacion
info: Feb-04-2023 23:45:31: 	YGG-USDT-SWAP market sell short 0 1276
info: Feb-04-2023 23:45:31: 	Enviamos Axios Market
info: Feb-04-2023 23:45:31: 	Arrancamos short el par:YGG-USDT precio: 0.3132 cantidad: 399.6432
info: Feb-04-2023 23:45:31: 	****************************************************************************
info: Feb-05-2023 00:14:51: 	Iniciamos proceso para abrir el par APT-USDT en sentido short
info: Feb-05-2023 00:14:51: 	Enviamos a okex la operacion
info: Feb-05-2023 00:14:51: 	APT-USDT-SWAP market sell short 0 24
info: Feb-05-2023 00:14:52: 	Enviamos Axios Market
info: Feb-05-2023 00:14:52: 	Arrancamos short el par:APT-USDT precio: 16.6483 cantidad: 399.5592
info: Feb-05-2023 00:14:52: 	****************************************************************************
info: Feb-05-2023 01:30:00: 	Cerramos operacion del par RSR-USDT
info: Feb-05-2023 01:30:00: 	Tenemos que poner una orden
info: Feb-05-2023 01:30:00: 	Type: market Maximo: 150000
info: Feb-05-2023 01:30:00: 	Qty: 930 Maxqty:150000
info: Feb-05-2023 01:30:00: 	RSR-USDT-SWAP market sell long 0 930
info: Feb-05-2023 01:30:00: 	Enviamos Axios Market
info: Feb-05-2023 01:30:00: 	La orden se ha puesto correctamente
info: Feb-05-2023 01:30:00: 	Cerramos el par:RSR-USDT Profit: -0.93 acumulado: -43.19 precio: 0.00429
info: Feb-05-2023 01:30:00: 	Profit total: -636.9593698503015065
info: Feb-05-2023 01:30:00: 	****************************************************************************
info: Feb-05-2023 01:45:00: 	Cerramos operacion del par ATOM-USDT
info: Feb-05-2023 01:45:00: 	Tenemos que poner una orden
info: Feb-05-2023 01:45:00: 	Type: market Maximo: 14000
info: Feb-05-2023 01:45:00: 	Qty: 28 Maxqty:14000
info: Feb-05-2023 01:45:00: 	ATOM-USDT-SWAP market sell long 0 28
info: Feb-05-2023 01:45:00: 	Enviamos Axios Market
info: Feb-05-2023 01:45:00: 	La orden se ha puesto correctamente
info: Feb-05-2023 01:45:00: 	****************************************************************************
info: Feb-05-2023 01:45:00: 	Venta parcial del par ATOM-USDT Cantidad 11
info: Feb-05-2023 01:45:00: 	****************************************************************************
info: Feb-05-2023 01:45:00: 	Cerramos el par:ATOM-USDT Profit: 10.7439999999999996 acumulado: 10.4759999999999975 precio: 14.616
info: Feb-05-2023 01:45:00: 	Profit total: -626.4199938503015069
info: Feb-05-2023 01:45:00: 	****************************************************************************
info: Feb-05-2023 02:04:21: 	 okex Closed Kindles1006
info: Feb-05-2023 02:04:51: 	 Conectados a okex Kindles
info: Feb-05-2023 02:30:00: 	Cerramos operacion del par BTC-USDT
info: Feb-05-2023 02:30:00: 	Tenemos que poner una orden
info: Feb-05-2023 02:30:00: 	Type: market Maximo: 10000
info: Feb-05-2023 02:30:00: 	Qty: 1 Maxqty:10000
info: Feb-05-2023 02:30:00: 	BTC-USDT-SWAP market sell long 0 1
info: Feb-05-2023 02:30:00: 	Enviamos Axios Market
info: Feb-05-2023 02:30:00: 	Cerramos operacion del par SWEAT-USDT
info: Feb-05-2023 02:30:00: 	Tenemos que poner una orden
info: Feb-05-2023 02:30:00: 	Type: market Maximo: 16000
info: Feb-05-2023 02:30:00: 	Qty: 297 Maxqty:16000
info: Feb-05-2023 02:30:00: 	SWEAT-USDT-SWAP market sell long 0 297
info: Feb-05-2023 02:30:00: 	Enviamos Axios Market
info: Feb-05-2023 02:30:00: 	Cerramos el par:BTC-USDT Profit: -4.647 acumulado: -13.097 precio: 23332.4
info: Feb-05-2023 02:30:00: 	Profit total: -631.1836558503015069
info: Feb-05-2023 02:30:00: 	****************************************************************************
info: Feb-05-2023 02:30:00: 	La orden se ha puesto correctamente
info: Feb-05-2023 02:30:00: 	La orden se ha puesto correctamente
info: Feb-05-2023 02:30:00: 	****************************************************************************
info: Feb-05-2023 02:30:00: 	Venta parcial del par SWEAT-USDT Cantidad 700
info: Feb-05-2023 02:30:00: 	****************************************************************************
info: Feb-05-2023 02:30:00: 	****************************************************************************
info: Feb-05-2023 02:30:00: 	Venta parcial del par SWEAT-USDT Cantidad 400
info: Feb-05-2023 02:30:00: 	****************************************************************************
info: Feb-05-2023 02:30:00: 	****************************************************************************
info: Feb-05-2023 02:30:00: 	Venta parcial del par SWEAT-USDT Cantidad 100
info: Feb-05-2023 02:30:00: 	****************************************************************************
info: Feb-05-2023 02:30:00: 	****************************************************************************
info: Feb-05-2023 02:30:00: 	Venta parcial del par SWEAT-USDT Cantidad 1100
info: Feb-05-2023 02:30:00: 	****************************************************************************
info: Feb-05-2023 02:30:00: 	****************************************************************************
info: Feb-05-2023 02:30:00: 	Venta parcial del par SWEAT-USDT Cantidad 3400
info: Feb-05-2023 02:30:00: 	****************************************************************************
info: Feb-05-2023 02:30:00: 	****************************************************************************
info: Feb-05-2023 02:30:00: 	Venta parcial del par SWEAT-USDT Cantidad 11900
info: Feb-05-2023 02:30:00: 	****************************************************************************
info: Feb-05-2023 02:30:00: 	****************************************************************************
info: Feb-05-2023 02:30:00: 	Venta parcial del par SWEAT-USDT Cantidad 1100
info: Feb-05-2023 02:30:00: 	****************************************************************************
info: Feb-05-2023 02:30:00: 	****************************************************************************
info: Feb-05-2023 02:30:00: 	Venta parcial del par SWEAT-USDT Cantidad 4900
info: Feb-05-2023 02:30:00: 	****************************************************************************
info: Feb-05-2023 02:30:00: 	****************************************************************************
info: Feb-05-2023 02:30:00: 	Venta parcial del par SWEAT-USDT Cantidad 4700
info: Feb-05-2023 02:30:00: 	****************************************************************************
info: Feb-05-2023 02:30:00: 	Cerramos el par:SWEAT-USDT Profit: 80.7845299999937 acumulado: 80.7845299999937 precio: 0.0161834966329968
info: Feb-05-2023 02:30:00: 	Profit total: -550.6394507753078069
info: Feb-05-2023 02:30:00: 	****************************************************************************
info: Feb-05-2023 02:30:01: 	{
  "code": "0",
  "data": [
    {
      "instId": "SWEAT-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Feb-05-2023 02:30:01: 	Volvemos a apalancamiento 20 para el par SWEAT-USDT
info: Feb-05-2023 02:36:36: 	Iniciamos proceso para abrir el par MINA-USDT en sentido short
info: Feb-05-2023 02:36:36: 	Enviamos a okex la operacion
info: Feb-05-2023 02:36:36: 	MINA-USDT-SWAP market sell short 0 486
info: Feb-05-2023 02:36:36: 	Enviamos Axios Market
info: Feb-05-2023 02:36:36: 	Arrancamos short el par:MINA-USDT precio: 0.822 cantidad: 399.492
info: Feb-05-2023 02:36:36: 	****************************************************************************
info: Feb-05-2023 02:45:00: 	Cerramos operacion del par ENS-USDT
info: Feb-05-2023 02:45:00: 	Tenemos que poner una orden
info: Feb-05-2023 02:45:00: 	Type: market Maximo: 60000
info: Feb-05-2023 02:45:00: 	Qty: 238 Maxqty:60000
info: Feb-05-2023 02:45:00: 	ENS-USDT-SWAP market sell long 0 238
info: Feb-05-2023 02:45:00: 	Enviamos Axios Market
info: Feb-05-2023 02:45:00: 	****************************************************************************
info: Feb-05-2023 02:45:00: 	Venta parcial del par ENS-USDT Cantidad 18.7
info: Feb-05-2023 02:45:00: 	****************************************************************************
info: Feb-05-2023 02:45:00: 	Cerramos el par:ENS-USDT Profit: -18.326 acumulado: -16.464 precio: 15.97
info: Feb-05-2023 02:45:00: 	Profit total: -569.3552397753078069
info: Feb-05-2023 02:45:00: 	****************************************************************************
info: Feb-05-2023 02:45:00: 	La orden se ha puesto correctamente
info: Feb-05-2023 03:15:00: 	Cerramos operacion del par XRP-USDT
info: Feb-05-2023 03:15:00: 	Tenemos que poner una orden
info: Feb-05-2023 03:15:00: 	Type: market Maximo: 5000
info: Feb-05-2023 03:15:00: 	Qty: 9 Maxqty:5000
info: Feb-05-2023 03:15:00: 	XRP-USDT-SWAP market sell long 0 9
info: Feb-05-2023 03:15:00: 	Enviamos Axios Market
info: Feb-05-2023 03:15:00: 	La orden se ha puesto correctamente
info: Feb-05-2023 03:15:00: 	Cerramos el par:XRP-USDT Profit: -4.005 acumulado: -3.933 precio: 0.40997
info: Feb-05-2023 03:15:00: 	Profit total: -573.5447262753078069
info: Feb-05-2023 03:15:00: 	****************************************************************************
info: Feb-05-2023 03:30:00: 	Cerramos operacion del par BCH-USDT
info: Feb-05-2023 03:30:00: 	Tenemos que poner una orden
info: Feb-05-2023 03:30:00: 	Type: market Maximo: 9000
info: Feb-05-2023 03:30:00: 	Qty: 29 Maxqty:9000
info: Feb-05-2023 03:30:00: 	BCH-USDT-SWAP market sell long 0 29
info: Feb-05-2023 03:30:00: 	Enviamos Axios Market
info: Feb-05-2023 03:30:01: 	La orden se ha puesto correctamente
info: Feb-05-2023 03:30:01: 	Cerramos el par:BCH-USDT Profit: -1.5250000000000002 acumulado: -1.5250000000000002 precio: 137.44
info: Feb-05-2023 03:30:01: 	Profit total: -575.2690142753078071
info: Feb-05-2023 03:30:01: 	****************************************************************************
info: Feb-05-2023 03:30:01: 	{
  "code": "0",
  "data": [
    {
      "instId": "BCH-USDT-SWAP",
      "lever": "20",
      "mgnMode": "cross",
      "posSide": ""
    }
  ],
  "msg": ""
}
info: Feb-05-2023 03:30:01: 	Volvemos a apalancamiento 20 para el par BCH-USDT
info: Feb-05-2023 03:45:18: 	Iniciamos proceso para abrir el par ENS-USDT en sentido short
info: Feb-05-2023 03:45:18: 	Enviamos a okex la operacion
info: Feb-05-2023 03:45:18: 	ENS-USDT-SWAP market sell short 0 249
info: Feb-05-2023 03:45:18: 	Enviamos Axios Market
